Year,m,d,Time,Time zone,Relative humidity (%)
2022,1,15,19:00,UTC,84
2022,1,15,20:00,UTC,90
2022,1,15,21:00,UTC,93
2022,1,15,22:00,UTC,95
2022,1,15,23:00,UTC,94
2022,1,16,00:00,UTC,94
2022,1,16,01:00,UTC,93
2022,1,16,02:00,UTC,89
2022,1,16,03:00,UTC,88
2022,1,16,04:00,UTC,88
2022,1,16,05:00,UTC,90
2022,1,16,06:00,UTC,93
2022,1,16,07:00,UTC,94
2022,1,16,08:00,UTC,94
2022,1,16,09:00,UTC,91
2022,1,16,10:00,UTC,91
2022,1,16,11:00,UTC,94
2022,1,16,12:00,UTC,95
2022,1,16,13:00,UTC,94
2022,1,16,14:00,UTC,92
2022,1,16,15:00,UTC,95
2022,1,16,16:00,UTC,94
2022,1,16,17:00,UTC,95
2022,1,16,18:00,UTC,92
2022,1,16,19:00,UTC,88
2022,1,16,20:00,UTC,90
2022,1,16,21:00,UTC,93
2022,1,16,22:00,UTC,93
2022,1,16,23:00,UTC,94
2022,1,17,00:00,UTC,92
2022,1,17,01:00,UTC,97
2022,1,17,02:00,UTC,96
2022,1,17,03:00,UTC,97
2022,1,17,04:00,UTC,98
2022,1,17,05:00,UTC,98
2022,1,17,06:00,UTC,98
2022,1,17,07:00,UTC,89
2022,1,17,08:00,UTC,83
2022,1,17,09:00,UTC,80
2022,1,17,10:00,UTC,73
2022,1,17,11:00,UTC,67
2022,1,17,12:00,UTC,63
2022,1,17,13:00,UTC,66
2022,1,17,14:00,UTC,67
2022,1,17,15:00,UTC,69
2022,1,17,16:00,UTC,69
2022,1,17,17:00,UTC,69
2022,1,17,18:00,UTC,74
2022,1,17,19:00,UTC,74
2022,1,17,20:00,UTC,73
2022,1,17,21:00,UTC,75
2022,1,17,22:00,UTC,73
2022,1,17,23:00,UTC,73
2022,1,18,00:00,UTC,73
2022,1,18,01:00,UTC,75
2022,1,18,02:00,UTC,76
2022,1,18,03:00,UTC,77
2022,1,18,04:00,UTC,79
2022,1,18,05:00,UTC,81
2022,1,18,06:00,UTC,84
2022,1,18,07:00,UTC,87
2022,1,18,08:00,UTC,85
2022,1,18,09:00,UTC,84
2022,1,18,10:00,UTC,84
2022,1,18,11:00,UTC,80
2022,1,18,12:00,UTC,80
2022,1,18,13:00,UTC,82
2022,1,18,14:00,UTC,83
2022,1,18,15:00,UTC,84
2022,1,18,16:00,UTC,85
2022,1,18,17:00,UTC,84
2022,1,18,18:00,UTC,84
2022,1,18,19:00,UTC,82
2022,1,18,20:00,UTC,83
2022,1,18,21:00,UTC,82
2022,1,18,22:00,UTC,84
2022,1,18,23:00,UTC,86
2022,1,19,00:00,UTC,87
2022,1,19,01:00,UTC,87
2022,1,19,02:00,UTC,89
2022,1,19,03:00,UTC,90
2022,1,19,04:00,UTC,89
2022,1,19,05:00,UTC,90
2022,1,19,06:00,UTC,92
2022,1,19,07:00,UTC,90
2022,1,19,08:00,UTC,91
2022,1,19,09:00,UTC,94
2022,1,19,10:00,UTC,94
2022,1,19,11:00,UTC,89
2022,1,19,12:00,UTC,86
2022,1,19,13:00,UTC,86
2022,1,19,14:00,UTC,88
2022,1,19,15:00,UTC,90
2022,1,19,16:00,UTC,90
2022,1,19,17:00,UTC,90
2022,1,19,18:00,UTC,89
2022,1,19,19:00,UTC,89
2022,1,19,20:00,UTC,93
2022,1,19,21:00,UTC,95
2022,1,19,22:00,UTC,95
2022,1,19,23:00,UTC,95
2022,1,20,00:00,UTC,95
2022,1,20,01:00,UTC,96
2022,1,20,02:00,UTC,95
2022,1,20,03:00,UTC,95
2022,1,20,04:00,UTC,95
2022,1,20,05:00,UTC,96
2022,1,20,06:00,UTC,97
2022,1,20,07:00,UTC,98
2022,1,20,08:00,UTC,99
2022,1,20,09:00,UTC,99
2022,1,20,10:00,UTC,99
2022,1,20,11:00,UTC,97
2022,1,20,12:00,UTC,97
2022,1,20,13:00,UTC,97
2022,1,20,14:00,UTC,97
2022,1,20,15:00,UTC,94
2022,1,20,16:00,UTC,95
2022,1,20,17:00,UTC,91
2022,1,20,18:00,UTC,85
2022,1,20,19:00,UTC,84
2022,1,20,20:00,UTC,85
2022,1,20,21:00,UTC,86
2022,1,20,22:00,UTC,85
2022,1,20,23:00,UTC,86
2022,1,21,00:00,UTC,86
2022,1,21,01:00,UTC,86
2022,1,21,02:00,UTC,87
2022,1,21,03:00,UTC,85
2022,1,21,04:00,UTC,80
2022,1,21,05:00,UTC,80
2022,1,21,06:00,UTC,79
2022,1,21,07:00,UTC,80
2022,1,21,08:00,UTC,80
2022,1,21,09:00,UTC,78
2022,1,21,10:00,UTC,78
2022,1,21,11:00,UTC,76
2022,1,21,12:00,UTC,79
2022,1,21,13:00,UTC,81
2022,1,21,14:00,UTC,82
2022,1,21,15:00,UTC,79
2022,1,21,16:00,UTC,76
2022,1,21,17:00,UTC,77
2022,1,21,18:00,UTC,78
2022,1,21,19:00,UTC,79
2022,1,21,20:00,UTC,80
2022,1,21,21:00,UTC,80
2022,1,21,22:00,UTC,81
2022,1,21,23:00,UTC,82
2022,1,22,00:00,UTC,83
2022,1,22,01:00,UTC,84
2022,1,22,02:00,UTC,86
2022,1,22,03:00,UTC,84
2022,1,22,04:00,UTC,84
2022,1,22,05:00,UTC,87
2022,1,22,06:00,UTC,91
2022,1,22,07:00,UTC,93
2022,1,22,08:00,UTC,93
2022,1,22,09:00,UTC,93
2022,1,22,10:00,UTC,92
2022,1,22,11:00,UTC,92
2022,1,22,12:00,UTC,91
2022,1,22,13:00,UTC,92
2022,1,22,14:00,UTC,94
2022,1,22,15:00,UTC,93
2022,1,22,16:00,UTC,93
2022,1,22,17:00,UTC,92
2022,1,22,18:00,UTC,92
2022,1,22,19:00,UTC,92
2022,1,22,20:00,UTC,91
2022,1,22,21:00,UTC,91
2022,1,22,22:00,UTC,91
2022,1,22,23:00,UTC,91
2022,1,23,00:00,UTC,91
2022,1,23,01:00,UTC,91
2022,1,23,02:00,UTC,91
2022,1,23,03:00,UTC,88
2022,1,23,04:00,UTC,92
2022,1,23,05:00,UTC,93
2022,1,23,06:00,UTC,93
2022,1,23,07:00,UTC,93
2022,1,23,08:00,UTC,93
2022,1,23,09:00,UTC,94
2022,1,23,10:00,UTC,94
2022,1,23,11:00,UTC,94
2022,1,23,12:00,UTC,95
2022,1,23,13:00,UTC,96
2022,1,23,14:00,UTC,96
2022,1,23,15:00,UTC,97
2022,1,23,16:00,UTC,98
2022,1,23,17:00,UTC,98
2022,1,23,18:00,UTC,99
2022,1,23,19:00,UTC,99
2022,1,23,20:00,UTC,99
2022,1,23,21:00,UTC,99
2022,1,23,22:00,UTC,99
2022,1,23,23:00,UTC,99
2022,1,24,00:00,UTC,99
2022,1,24,01:00,UTC,99
2022,1,24,02:00,UTC,99
2022,1,24,03:00,UTC,98
2022,1,24,04:00,UTC,96
2022,1,24,05:00,UTC,97
2022,1,24,06:00,UTC,96
2022,1,24,07:00,UTC,95
2022,1,24,08:00,UTC,96
2022,1,24,09:00,UTC,96
2022,1,24,10:00,UTC,95
2022,1,24,11:00,UTC,94
2022,1,24,12:00,UTC,97
2022,1,24,13:00,UTC,95
2022,1,24,14:00,UTC,95
2022,1,24,15:00,UTC,94
2022,1,24,16:00,UTC,92
2022,1,24,17:00,UTC,91
2022,1,24,18:00,UTC,91
2022,1,24,19:00,UTC,91
2022,1,24,20:00,UTC,93
2022,1,24,21:00,UTC,93
2022,1,24,22:00,UTC,95
2022,1,24,23:00,UTC,93
2022,1,25,00:00,UTC,90
2022,1,25,01:00,UTC,88
2022,1,25,02:00,UTC,95
2022,1,25,03:00,UTC,92
2022,1,25,04:00,UTC,87
2022,1,25,05:00,UTC,86
2022,1,25,06:00,UTC,91
2022,1,25,07:00,UTC,90
2022,1,25,08:00,UTC,86
2022,1,25,09:00,UTC,83
2022,1,25,10:00,UTC,77
2022,1,25,11:00,UTC,74
2022,1,25,12:00,UTC,73
2022,1,25,13:00,UTC,76
2022,1,25,14:00,UTC,77
2022,1,25,15:00,UTC,82
2022,1,25,16:00,UTC,91
2022,1,25,17:00,UTC,94
2022,1,25,18:00,UTC,95
2022,1,25,19:00,UTC,94
2022,1,25,20:00,UTC,94
2022,1,25,21:00,UTC,95
2022,1,25,22:00,UTC,93
2022,1,25,23:00,UTC,92
2022,1,26,00:00,UTC,91
2022,1,26,01:00,UTC,91
2022,1,26,02:00,UTC,90
2022,1,26,03:00,UTC,91
2022,1,26,04:00,UTC,93
2022,1,26,05:00,UTC,94
2022,1,26,06:00,UTC,92
2022,1,26,07:00,UTC,93
2022,1,26,08:00,UTC,90
2022,1,26,09:00,UTC,91
2022,1,26,10:00,UTC,91
2022,1,26,11:00,UTC,88
2022,1,26,12:00,UTC,92
2022,1,26,13:00,UTC,97
2022,1,26,14:00,UTC,98
2022,1,26,15:00,UTC,97
2022,1,26,16:00,UTC,98
2022,1,26,17:00,UTC,98
2022,1,26,18:00,UTC,98
2022,1,26,19:00,UTC,98
2022,1,26,20:00,UTC,98
2022,1,26,21:00,UTC,99
2022,1,26,22:00,UTC,98
2022,1,26,23:00,UTC,96
2022,1,27,00:00,UTC,95
2022,1,27,01:00,UTC,94
2022,1,27,02:00,UTC,96
2022,1,27,03:00,UTC,96
2022,1,27,04:00,UTC,96
2022,1,27,05:00,UTC,97
2022,1,27,06:00,UTC,97
2022,1,27,07:00,UTC,96
2022,1,27,08:00,UTC,98
2022,1,27,09:00,UTC,96
2022,1,27,10:00,UTC,93
2022,1,27,11:00,UTC,93
2022,1,27,12:00,UTC,94
2022,1,27,13:00,UTC,96
2022,1,27,14:00,UTC,97
2022,1,27,15:00,UTC,98
2022,1,27,16:00,UTC,98
2022,1,27,17:00,UTC,97
2022,1,27,18:00,UTC,96
2022,1,27,19:00,UTC,97
2022,1,27,20:00,UTC,98
2022,1,27,21:00,UTC,98
2022,1,27,22:00,UTC,98
2022,1,27,23:00,UTC,98
2022,1,28,00:00,UTC,98
2022,1,28,01:00,UTC,98
2022,1,28,02:00,UTC,97
2022,1,28,03:00,UTC,97
2022,1,28,04:00,UTC,97
2022,1,28,05:00,UTC,97
2022,1,28,06:00,UTC,97
2022,1,28,07:00,UTC,97
2022,1,28,08:00,UTC,95
2022,1,28,09:00,UTC,93
2022,1,28,10:00,UTC,92
2022,1,28,11:00,UTC,90
2022,1,28,12:00,UTC,87
2022,1,28,13:00,UTC,87
2022,1,28,14:00,UTC,88
2022,1,28,15:00,UTC,88
2022,1,28,16:00,UTC,86
2022,1,28,17:00,UTC,94
2022,1,28,18:00,UTC,86
2022,1,28,19:00,UTC,87
2022,1,28,20:00,UTC,83
2022,1,28,21:00,UTC,85
2022,1,28,22:00,UTC,89
2022,1,28,23:00,UTC,93
2022,1,29,00:00,UTC,95
2022,1,29,01:00,UTC,92
2022,1,29,02:00,UTC,90
2022,1,29,03:00,UTC,91
2022,1,29,04:00,UTC,92
2022,1,29,05:00,UTC,90
2022,1,29,06:00,UTC,90
2022,1,29,07:00,UTC,89
2022,1,29,08:00,UTC,88
2022,1,29,09:00,UTC,87
2022,1,29,10:00,UTC,88
2022,1,29,11:00,UTC,92
2022,1,29,12:00,UTC,93
2022,1,29,13:00,UTC,94
2022,1,29,14:00,UTC,96
2022,1,29,15:00,UTC,97
2022,1,29,16:00,UTC,97
2022,1,29,17:00,UTC,97
2022,1,29,18:00,UTC,97
2022,1,29,19:00,UTC,94
2022,1,29,20:00,UTC,96
2022,1,29,21:00,UTC,96
2022,1,29,22:00,UTC,97
2022,1,29,23:00,UTC,97
2022,1,30,00:00,UTC,94
2022,1,30,01:00,UTC,91
2022,1,30,02:00,UTC,94
2022,1,30,03:00,UTC,95
2022,1,30,04:00,UTC,93
2022,1,30,05:00,UTC,94
2022,1,30,06:00,UTC,93
2022,1,30,07:00,UTC,90
2022,1,30,08:00,UTC,92
2022,1,30,09:00,UTC,91
2022,1,30,10:00,UTC,87
2022,1,30,11:00,UTC,86
2022,1,30,12:00,UTC,86
2022,1,30,13:00,UTC,92
2022,1,30,14:00,UTC,91
2022,1,30,15:00,UTC,90
2022,1,30,16:00,UTC,89
2022,1,30,17:00,UTC,91
2022,1,30,18:00,UTC,89
2022,1,30,19:00,UTC,90
2022,1,30,20:00,UTC,88
2022,1,30,21:00,UTC,88
2022,1,30,22:00,UTC,89
2022,1,30,23:00,UTC,90
2022,1,31,00:00,UTC,89
2022,1,31,01:00,UTC,89
2022,1,31,02:00,UTC,89
2022,1,31,03:00,UTC,89
2022,1,31,04:00,UTC,88
2022,1,31,05:00,UTC,89
2022,1,31,06:00,UTC,89
2022,1,31,07:00,UTC,89
2022,1,31,08:00,UTC,88
2022,1,31,09:00,UTC,87
2022,1,31,10:00,UTC,85
2022,1,31,11:00,UTC,86
2022,1,31,12:00,UTC,89
2022,1,31,13:00,UTC,89
2022,1,31,14:00,UTC,90
2022,1,31,15:00,UTC,90
2022,1,31,16:00,UTC,89
2022,1,31,17:00,UTC,88
2022,1,31,18:00,UTC,90
2022,1,31,19:00,UTC,90
2022,1,31,20:00,UTC,90
2022,1,31,21:00,UTC,90
2022,1,31,22:00,UTC,90
2022,1,31,23:00,UTC,90
2022,2,1,00:00,UTC,90
2022,2,1,01:00,UTC,89
2022,2,1,02:00,UTC,89
2022,2,1,03:00,UTC,89
2022,2,1,04:00,UTC,88
2022,2,1,05:00,UTC,87
2022,2,1,06:00,UTC,91
2022,2,1,07:00,UTC,89
2022,2,1,08:00,UTC,90
2022,2,1,09:00,UTC,87
2022,2,1,10:00,UTC,83
2022,2,1,11:00,UTC,85
2022,2,1,12:00,UTC,85
2022,2,1,13:00,UTC,86
2022,2,1,14:00,UTC,87
2022,2,1,15:00,UTC,87
2022,2,1,16:00,UTC,90
2022,2,1,17:00,UTC,92
2022,2,1,18:00,UTC,92
2022,2,1,19:00,UTC,91
2022,2,1,20:00,UTC,90
2022,2,1,21:00,UTC,89
2022,2,1,22:00,UTC,90
2022,2,1,23:00,UTC,89
2022,2,2,00:00,UTC,88
2022,2,2,01:00,UTC,89
2022,2,2,02:00,UTC,88
2022,2,2,03:00,UTC,88
2022,2,2,04:00,UTC,88
2022,2,2,05:00,UTC,88
2022,2,2,06:00,UTC,87
2022,2,2,07:00,UTC,88
2022,2,2,08:00,UTC,87
2022,2,2,09:00,UTC,86
2022,2,2,10:00,UTC,87
2022,2,2,11:00,UTC,85
2022,2,2,12:00,UTC,87
2022,2,2,13:00,UTC,87
2022,2,2,14:00,UTC,89
2022,2,2,15:00,UTC,89
2022,2,2,16:00,UTC,89
2022,2,2,17:00,UTC,89
2022,2,2,18:00,UTC,89
2022,2,2,19:00,UTC,89
2022,2,2,20:00,UTC,89
2022,2,2,21:00,UTC,89
2022,2,2,22:00,UTC,89
2022,2,2,23:00,UTC,90
2022,2,3,00:00,UTC,89
2022,2,3,01:00,UTC,90
2022,2,3,02:00,UTC,90
2022,2,3,03:00,UTC,90
2022,2,3,04:00,UTC,90
2022,2,3,05:00,UTC,93
2022,2,3,06:00,UTC,91
2022,2,3,07:00,UTC,91
2022,2,3,08:00,UTC,90
2022,2,3,09:00,UTC,87
2022,2,3,10:00,UTC,86
2022,2,3,11:00,UTC,84
2022,2,3,12:00,UTC,77
2022,2,3,13:00,UTC,84
2022,2,3,14:00,UTC,87
2022,2,3,15:00,UTC,92
2022,2,3,16:00,UTC,93
2022,2,3,17:00,UTC,93
2022,2,3,18:00,UTC,94
2022,2,3,19:00,UTC,93
2022,2,3,20:00,UTC,93
2022,2,3,21:00,UTC,93
2022,2,3,22:00,UTC,93
2022,2,3,23:00,UTC,93
2022,2,4,00:00,UTC,93
2022,2,4,01:00,UTC,92
2022,2,4,02:00,UTC,92
2022,2,4,03:00,UTC,93
2022,2,4,04:00,UTC,93
2022,2,4,05:00,UTC,94
2022,2,4,06:00,UTC,94
2022,2,4,07:00,UTC,95
2022,2,4,08:00,UTC,95
2022,2,4,09:00,UTC,96
2022,2,4,10:00,UTC,92
2022,2,4,11:00,UTC,86
2022,2,4,12:00,UTC,86
2022,2,4,13:00,UTC,86
2022,2,4,14:00,UTC,89
2022,2,4,15:00,UTC,86
2022,2,4,16:00,UTC,89
2022,2,4,17:00,UTC,88
2022,2,4,18:00,UTC,88
2022,2,4,19:00,UTC,90
2022,2,4,20:00,UTC,89
2022,2,4,21:00,UTC,91
2022,2,4,22:00,UTC,90
2022,2,4,23:00,UTC,91
2022,2,5,00:00,UTC,92
2022,2,5,01:00,UTC,92
2022,2,5,02:00,UTC,92
2022,2,5,03:00,UTC,92
2022,2,5,04:00,UTC,93
2022,2,5,05:00,UTC,92
2022,2,5,06:00,UTC,94
2022,2,5,07:00,UTC,93
2022,2,5,08:00,UTC,93
2022,2,5,09:00,UTC,93
2022,2,5,10:00,UTC,94
2022,2,5,11:00,UTC,95
2022,2,5,12:00,UTC,96
2022,2,5,13:00,UTC,97
2022,2,5,14:00,UTC,97
2022,2,5,15:00,UTC,96
2022,2,5,16:00,UTC,97
2022,2,5,17:00,UTC,94
2022,2,5,18:00,UTC,94
2022,2,5,19:00,UTC,89
2022,2,5,20:00,UTC,90
2022,2,5,21:00,UTC,86
2022,2,5,22:00,UTC,87
2022,2,5,23:00,UTC,90
2022,2,6,00:00,UTC,92
2022,2,6,01:00,UTC,95
2022,2,6,02:00,UTC,97
2022,2,6,03:00,UTC,98
2022,2,6,04:00,UTC,99
2022,2,6,05:00,UTC,98
2022,2,6,06:00,UTC,98
2022,2,6,07:00,UTC,96
2022,2,6,08:00,UTC,96
2022,2,6,09:00,UTC,97
2022,2,6,10:00,UTC,97
2022,2,6,11:00,UTC,96
2022,2,6,12:00,UTC,95
2022,2,6,13:00,UTC,95
2022,2,6,14:00,UTC,95
2022,2,6,15:00,UTC,93
2022,2,6,16:00,UTC,94
2022,2,6,17:00,UTC,93
2022,2,6,18:00,UTC,92
2022,2,6,19:00,UTC,92
2022,2,6,20:00,UTC,91
2022,2,6,21:00,UTC,93
2022,2,6,22:00,UTC,92
2022,2,6,23:00,UTC,92
2022,2,7,00:00,UTC,92
2022,2,7,01:00,UTC,92
2022,2,7,02:00,UTC,95
2022,2,7,03:00,UTC,97
2022,2,7,04:00,UTC,97
2022,2,7,05:00,UTC,97
2022,2,7,06:00,UTC,90
2022,2,7,07:00,UTC,95
2022,2,7,08:00,UTC,98
2022,2,7,09:00,UTC,94
2022,2,7,10:00,UTC,92
2022,2,7,11:00,UTC,86
2022,2,7,12:00,UTC,84
2022,2,7,13:00,UTC,92
2022,2,7,14:00,UTC,91
2022,2,7,15:00,UTC,96
2022,2,7,16:00,UTC,97
2022,2,7,17:00,UTC,92
2022,2,7,18:00,UTC,95
2022,2,7,19:00,UTC,96
2022,2,7,20:00,UTC,95
2022,2,7,21:00,UTC,94
2022,2,7,22:00,UTC,94
2022,2,7,23:00,UTC,95
2022,2,8,00:00,UTC,95
2022,2,8,01:00,UTC,92
2022,2,8,02:00,UTC,90
2022,2,8,03:00,UTC,91
2022,2,8,04:00,UTC,90
2022,2,8,05:00,UTC,93
2022,2,8,06:00,UTC,92
2022,2,8,07:00,UTC,92
2022,2,8,08:00,UTC,92
2022,2,8,09:00,UTC,92
2022,2,8,10:00,UTC,91
2022,2,8,11:00,UTC,90
2022,2,8,12:00,UTC,94
2022,2,8,13:00,UTC,95
2022,2,8,14:00,UTC,94
2022,2,8,15:00,UTC,95
2022,2,8,16:00,UTC,96
2022,2,8,17:00,UTC,97
2022,2,8,18:00,UTC,96
2022,2,8,19:00,UTC,96
2022,2,8,20:00,UTC,96
2022,2,8,21:00,UTC,97
2022,2,8,22:00,UTC,90
2022,2,8,23:00,UTC,95
2022,2,9,00:00,UTC,98
2022,2,9,01:00,UTC,99
2022,2,9,02:00,UTC,97
2022,2,9,03:00,UTC,97
2022,2,9,04:00,UTC,96
2022,2,9,05:00,UTC,97
2022,2,9,06:00,UTC,97
2022,2,9,07:00,UTC,96
2022,2,9,08:00,UTC,96
2022,2,9,09:00,UTC,90
2022,2,9,10:00,UTC,85
2022,2,9,11:00,UTC,84
2022,2,9,12:00,UTC,88
2022,2,9,13:00,UTC,91
2022,2,9,14:00,UTC,92
2022,2,9,15:00,UTC,94
2022,2,9,16:00,UTC,96
2022,2,9,17:00,UTC,95
2022,2,9,18:00,UTC,96
2022,2,9,19:00,UTC,96
2022,2,9,20:00,UTC,96
2022,2,9,21:00,UTC,94
2022,2,9,22:00,UTC,92
2022,2,9,23:00,UTC,92
2022,2,10,00:00,UTC,92